Title,Identifier,Creator,Date,Subject,Source,Rights,Format,Language,Type,Coverage,,Image
map_257,257,Lonna Hurley,0,"Lafayette, GA",Berea College Special Collections and Archives,Rights Reserved by: Lonna Hurley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_259,259,Loretta Bryson,0,"Henersonville, TN",Berea College Special Collections and Archives,Rights Reserved by: Loretta Bryson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_260,260,Lori Dice,0,"Montgomery, AL",Berea College Special Collections and Archives,Rights Reserved by: Lori Dice,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_261,261,Margaret Curry,0,"Pierce, KY",Berea College Special Collections and Archives,Rights Reserved by: Margaret Curry,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_262,262,Mary Bramlett,0,"Stevenson, AL",Berea College Special Collections and Archives,Rights Reserved by: Mary Bramlett,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_263,263,Mike Dayton,0,"Burnsville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mike Dayton,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_264,264,Mike Dayton,0,"Burnsville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mike Dayton,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_265,265,Pam Billings,0,"Smithville, TN",Berea College Special Collections and Archives,Rights Reserved by: Pam Billings,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_266,266,Randy Miller,0,"Middleburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Randy Miller,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_267,267,,0,"Wheelwright, KY",Berea College Special Collections and Archives,Rights Reserved by: ,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_268,268,Guy Henrick,0,"Midway, VA",Berea College Special Collections and Archives,Rights Reserved by: Guy Henrick,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_269,269,Jack Dills,0,"Wesser, NC",Berea College Special Collections and Archives,Rights Reserved by: Jack Dills,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_270,270,James Waddell,0,"Flemingsburg, KY",Berea College Special Collections and Archives,Rights Reserved by: James Waddell,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_271,271,John D. Bradley,0,"Madison, WV",Berea College Special Collections and Archives,Rights Reserved by: John D. Bradley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_272,272,Judy McLaughlin,0,"Cobb, GA",Berea College Special Collections and Archives,Rights Reserved by: Judy McLaughlin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_273,273,Judy Myers,0,"Belfry, KY",Berea College Special Collections and Archives,Rights Reserved by: Judy Myers,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_274,274,June Mullins,0,"Climax, KY",Berea College Special Collections and Archives,Rights Reserved by: June Mullins,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_275,275,Katie Bateman,0,"Cattlettsburg, OH",Berea College Special Collections and Archives,Rights Reserved by: Katie Bateman,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_276,276,Ken Farley,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ken Farley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_277,277,Larry Blondell,0,"Middleburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Blondell,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_278,278,Lattie M. Corbin,0,"Franklin, NC",Berea College Special Collections and Archives,Rights Reserved by: Lattie M. Corbin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_279,279,Lee C. Hahn,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Lee C. Hahn,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_280,280,Leona Baldwin,0,"Canada, KY",Berea College Special Collections and Archives,Rights Reserved by: Leona Baldwin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_281,281,Leo S. Arnold,0,"Levale, WV",Berea College Special Collections and Archives,Rights Reserved by: Leo S. Arnold,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_282,282,Lois McCarthy,0,"Gallagher, WV",Berea College Special Collections and Archives,Rights Reserved by: Lois McCarthy,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_283,283,Lonnie Moore,0,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Lonnie Moore,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_284,284,Louis Crawford,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Louis Crawford,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_285,285,Lucy Roizer,0,"Hayesville, NC",Berea College Special Collections and Archives,Rights Reserved by: Lucy Roizer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_286,286,Lydia J. Evans,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Lydia J. Evans,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_287,287,A. Yablonski,1949,"Gentry Town, WV",Berea College Special Collections and Archives,Rights Reserved by: A. Yablonski,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_288,288,Ambrose,1949,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ambrose,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_289,289,Cora Jean Little,1949,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Cora Jean Little,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_290,290,Elizabeth Thomas,1949,"Banner, VA",Berea College Special Collections and Archives,Rights Reserved by: Elizabeth Thomas,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_291,291,Grace Turner,1949,"Rupert, WV",Berea College Special Collections and Archives,Rights Reserved by: Grace Turner,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_292,292,Henry Sutherland,1949,"Wytheville, VA",Berea College Special Collections and Archives,Rights Reserved by: Henry Sutherland,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_293,293,Joan Ramey,1949,"Gesling, KY",Berea College Special Collections and Archives,Rights Reserved by: Joan Ramey,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_294,294,Parry Steele,1949,"Holden, WV",Berea College Special Collections and Archives,Rights Reserved by: Parry Steele,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_295,295,Robert Hill,1949,"Petersburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Robert Hill,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_296,296,Sarah Perdue,1949,"Bluefield, VA",Berea College Special Collections and Archives,Rights Reserved by: Sarah Perdue,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_297,297,Stanley Shrader,1949,"Rainelle, WV",Berea College Special Collections and Archives,Rights Reserved by: Stanley Shrader,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_298,298,Stephen Burkhart,1949,"Wallins, KY",Berea College Special Collections and Archives,Rights Reserved by: Stephen Burkhart,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_299,299,J.R. Boyd Jr.,1953,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: J.R. Boyd Jr.,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_300,300,Mary Plummer,1953,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: Mary Plummer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_301,301,Sylvia Hitchcock,1953,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: Sylvia Hitchcock,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_302,302,James Greer,1954,"Boone, NC",Berea College Special Collections and Archives,Rights Reserved by: James Greer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_303,303,Ray Himes,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ray Himes,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_304,304,Michael Arrington,0,"Leicester, NC",Berea College Special Collections and Archives,Rights Reserved by: Michael Arrington,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_305,305,Marilyn Oliver,0,"Brighton, AL",Berea College Special Collections and Archives,Rights Reserved by: Marilyn Oliver,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_306,306,Martha Blair,0,"Rockfork, KY",Berea College Special Collections and Archives,Rights Reserved by: Martha Blair,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_307,307,Mary Bastie,0,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mary Bastie,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_308,308,Robyn Noel,0,"Knoxville, TN",Berea College Special Collections and Archives,Rights Reserved by: Robyn Noel,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_309,309,Mary L. Hicks,0,"Lockbridge, WV",Berea College Special Collections and Archives,Rights Reserved by: Mary L. Hicks,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_311,311,McArthur Watts,0,"Hallie, KY",Berea College Special Collections and Archives,Rights Reserved by: McArthur Watts,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_312,312,Billy Chadwell,0,"White Oak, TN",Berea College Special Collections and Archives,Rights Reserved by: Billy Chadwell,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_313,313,Mike Harvey,0,"Beckley, WV",Berea College Special Collections and Archives,Rights Reserved by: Mike Harvey,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_314,314,Mildred Martin,0,"Three Links, KY",Berea College Special Collections and Archives,Rights Reserved by: Mildred Martin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_315,315,Carl Hoefer,0,"Hardin Valley, TN",Berea College Special Collections and Archives,Rights Reserved by: Carl Hoefer,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_316,316,Nancy Moon,0,"Paint Lick, KY",Berea College Special Collections and Archives,Rights Reserved by: Nancy Moon,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_317,317,Susan Smith,0,"Letcher, KY",Berea College Special Collections and Archives,Rights Reserved by: Susan Smith,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_318,318,Larry Carroll,1965,"Grahn, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Carroll,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_319,319,Nelson Sandifun,0,"Williamson, WV",Berea College Special Collections and Archives,Rights Reserved by: Nelson Sandifun,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_320,320,Linda Wynkoop,1965,"Berryville, KY",Berea College Special Collections and Archives,Rights Reserved by: Linda Wynkoop,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_321,321,Thomas Demond,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Thomas Demond,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_322,322,Pamela Cline,0,"Baisden, WV",Berea College Special Collections and Archives,Rights Reserved by: Pamela Cline,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_323,323,Majorie Vivian,1965,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Majorie Vivian,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_324,324,Morris Lamb,1964,"Mitchellsburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Morris Lamb,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_325,325,M. Vance,0,"Road Mountain, TN",Berea College Special Collections and Archives,Rights Reserved by: M. Vance,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_326,326,Pat Morris,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Pat Morris,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_327,327,Theodore Fuller,1965,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Theodore Fuller,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_328,328,,1965,"Wheelwright, KY",Berea College Special Collections and Archives,Rights Reserved by: ,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_329,329,Lucia Lutts,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Lucia Lutts,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_330,330,Paul Beene,0,"Soddy-Daisy, TN",Berea College Special Collections and Archives,Rights Reserved by: Paul Beene,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_331,331,Louis Clay,0,", WV",Berea College Special Collections and Archives,Rights Reserved by: Louis Clay,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_332,332,Paul Jones,0,"Bristol, TN",Berea College Special Collections and Archives,Rights Reserved by: Paul Jones,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_333,333,Kraig Moody,0,"Chillicothe, OH",Berea College Special Collections and Archives,Rights Reserved by: Kraig Moody,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_334,334,Peggy Taylor,0,"Dehue, WV",Berea College Special Collections and Archives,Rights Reserved by: Peggy Taylor,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_335,335,Kevin Smith,0,", GA",Berea College Special Collections and Archives,Rights Reserved by: Kevin Smith,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_336,336,Rachel Leach,0,"Pine Mountain, KY",Berea College Special Collections and Archives,Rights Reserved by: Rachel Leach,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_337,337,Raleigh Johnson,0,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Raleigh Johnson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_338,338,Kenneth Pugh,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Kenneth Pugh,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_339,339,Rex Gardner,0,"Hiltons, VA",Berea College Special Collections and Archives,Rights Reserved by: Rex Gardner,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_340,340,Kelly Wright,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Kelly Wright,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_341,341,Jonathan Kitchen,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Jonathan Kitchen,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_342,342,John Spice,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: John Spice,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_343,343,Ben Thomas,2008,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Ben Thomas,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_344,344,Jimmy Blair,0,"Sardinia, OH",Berea College Special Collections and Archives,Rights Reserved by: Jimmy Blair,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_345,345,Brittany Buchanan,2008,"Barbourville, KY",Berea College Special Collections and Archives,Rights Reserved by: Brittany Buchanan,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_346,346,Hugh Wallace,0,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Hugh Wallace,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_347,347,Chris Holiday,2008,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Chris Holiday,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_348,348,Gerald Hogan,0,"Lipscomb, AL",Berea College Special Collections and Archives,Rights Reserved by: Gerald Hogan,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_349,349,Kendra Combs,2008,"Booneville, KY",Berea College Special Collections and Archives,Rights Reserved by: Kendra Combs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_351,351,Levi Sutton,2008,"Gatlinburg, TN",Berea College Special Collections and Archives,Rights Reserved by: Levi Sutton,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_352,352,Dwina Martin,0,"Honaker, VA",Berea College Special Collections and Archives,Rights Reserved by: Dwina Martin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_353,353,Michael Belcher,2008,"Grundy, KY",Berea College Special Collections and Archives,Rights Reserved by: Michael Belcher,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_354,354,Daphne Trumbo,0,"Lancaster, KY",Berea College Special Collections and Archives,Rights Reserved by: Daphne Trumbo,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_355,355,Molly Jack,2008,", KY",Berea College Special Collections and Archives,Rights Reserved by: Molly Jack,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_356,356,Casey Silver,0,"Corbin, KY",Berea College Special Collections and Archives,Rights Reserved by: Casey Silver,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_357,357,Brian Skeen,0,"Parkersburg, WV",Berea College Special Collections and Archives,Rights Reserved by: Brian Skeen,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_358,358,Natasha Smith,2008,"Manchester, KY",Berea College Special Collections and Archives,Rights Reserved by: Natasha Smith,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_359,359,,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: ,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_360,360,Amy Hoggard,0,"Marion, NC",Berea College Special Collections and Archives,Rights Reserved by: Amy Hoggard,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_361,361,Amy Ellis,0,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Amy Ellis,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_362,362,Telia Bolin,2008,", KY",Berea College Special Collections and Archives,Rights Reserved by: Telia Bolin,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_363,363,Amanda Carney,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Amanda Carney,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_365,365,Harold Brown,0,"Crab Orchard, KY",Berea College Special Collections and Archives,Rights Reserved by: Harold Brown,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_366,366,Glen Brashear,0,"Whitesburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Glen Brashear,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_367,367,Tara Eades,1991,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Tara Eades,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_368,368,Harold Haga,0,", KY",Berea College Special Collections and Archives,Rights Reserved by: Harold Haga,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_369,369,Kim Reeves,1991,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Kim Reeves,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_370,370,Harry Wolford,0,"Thomas, WV",Berea College Special Collections and Archives,Rights Reserved by: Harry Wolford,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_371,371,Kim Hartwell,1991,"Spring Hill, WV",Berea College Special Collections and Archives,Rights Reserved by: Kim Hartwell,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_372,372,Harvey,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Harvey,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_374,374,Hazel Dicken,0,"Willis Creek, KY",Berea College Special Collections and Archives,Rights Reserved by: Hazel Dicken,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_375,375,Crystal Spears,1991,"Logan, WV",Berea College Special Collections and Archives,Rights Reserved by: Crystal Spears,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_376,376,Helen Combs,0,"Happy, KY",Berea College Special Collections and Archives,Rights Reserved by: Helen Combs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_377,377,Henry Perry,0,"East Lynn, KY",Berea College Special Collections and Archives,Rights Reserved by: Henry Perry,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_378,378,Herbert Harrison,0,"Harpers Ferry, WV",Berea College Special Collections and Archives,Rights Reserved by: Herbert Harrison,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_379,379,Jenny Nelson,1991,"North Wilkesboro, NC",Berea College Special Collections and Archives,Rights Reserved by: Jenny Nelson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_380,380,James Evans,0,"Scottsboro, KY",Berea College Special Collections and Archives,Rights Reserved by: James Evans,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_381,381,Marcia Marbury,1990,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Marcia Marbury,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_382,382,James Myers,0,"Canaan Heights, WV",Berea College Special Collections and Archives,Rights Reserved by: James Myers,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_383,383,Judy Kennedy,0,"Pound, KY",Berea College Special Collections and Archives,Rights Reserved by: Judy Kennedy,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_384,384,Lorene Popplewell,1990,"Jamestown, KY",Berea College Special Collections and Archives,Rights Reserved by: Lorene Popplewell,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_385,385,Jeanne Back,0,"Jeremiah, KY",Berea College Special Collections and Archives,Rights Reserved by: Jeanne Back,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_386,386,Keith Brookshire,1990,"Balsam, NC",Berea College Special Collections and Archives,Rights Reserved by: Keith Brookshire,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_387,387,Jeanne Harden,0,"Cumberland, KY",Berea College Special Collections and Archives,Rights Reserved by: Jeanne Harden,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_388,388,Janet White,1990,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Janet White,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_389,389,Jerry Thompson,0,"Baisden, KY",Berea College Special Collections and Archives,Rights Reserved by: Jerry Thompson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_390,390,Chris Field,1990,"Pittsburgh, PA",Berea College Special Collections and Archives,Rights Reserved by: Chris Field,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_391,391,Jo Nuckols,0,"Anstead, KY",Berea College Special Collections and Archives,Rights Reserved by: Jo Nuckols,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_392,392,John Milligan,0,"Greenville, TN",Berea College Special Collections and Archives,Rights Reserved by: John Milligan,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_394,394,John Trusty,0,"Garret, KY",Berea College Special Collections and Archives,Rights Reserved by: John Trusty,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_395,395,Monic Hill,1989,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Monic Hill,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_396,396,Mike Wehrte,1989,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Mike Wehrte,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_397,397,Joyce Ross,0,"Morganton, NC",Berea College Special Collections and Archives,Rights Reserved by: Joyce Ross,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_398,398,Lila Johnson,1989,"Scottsboro, AL",Berea College Special Collections and Archives,Rights Reserved by: Lila Johnson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_399,399,John B. Fowler,0,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: John B. Fowler,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_400,400,Janet Longley,1989,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Janet Longley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_401,401,Albert Robbins,1955,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Albert Robbins,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_402,402,Jack Larwa,1989,", WV",Berea College Special Collections and Archives,Rights Reserved by: Jack Larwa,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_403,403,Bobby Colgaw,1955,"Middlesboro, KY",Berea College Special Collections and Archives,Rights Reserved by: Bobby Colgaw,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_404,404,Jack Evans,1989,"Grayson, KY",Berea College Special Collections and Archives,Rights Reserved by: Jack Evans,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_405,405,Greg West,1989,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Greg West,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_406,406,Cecil Hatfield Williamson,1955,"Hatfield, WV",Berea College Special Collections and Archives,Rights Reserved by: Cecil Hatfield Williamson,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_407,407,Bill Leheuru,1956,"Kingsport, TN",Berea College Special Collections and Archives,Rights Reserved by: Bill Leheuru,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_408,408,Chris King,1989,", KY",Berea College Special Collections and Archives,Rights Reserved by: Chris King,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_409,409,Delbert Combs,1956,"Jeff, KY",Berea College Special Collections and Archives,Rights Reserved by: Delbert Combs,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_410,410,Carol Longley,1989,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Carol Longley,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
map_411,411,Dollie Dingus,1956,"Hite, KY",Berea College Special Collections and Archives,Rights Reserved by: Dollie Dingus,"Paper, approximately 8.5 by 11 inches",English,Still image,Twentieth-century.,,
